family	building	place	element	value_original	unit_original	value_m	parse	source	confidence	quote
viollet_general	Charpente		Wall thickness required by the antique system for a 7.60 m span [[CORRECTED: the reader's derivation '0.20 + 0.20 + 0.12 stacked outside the rafter line plus bearing = 1.10 m' is FABRICATED - those figures sum to 0.52 and Viollet gives no such sum. His STATED cause is shallow pitch: 'si le comble n'a pas une forte inclinaison et si l'on veut que la rencontre des arbaletriers avec l'entrait ne porte pas a faux, ce systeme exige des murs d'une grande epaisseur.' The 1.10 m is a geometric consequence of low pitch making the rafter/tie junction overhang (porter a faux), not an addition of scantlings - which matters, because the pitch story depends on that coupling.]]	1.10	m	1.100	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		on voit que l’épaisseur des murs doit être de 1,10 c., ce qui est considérable eu égard au peu de largeur du vaisseau
viollet_general	Charpente		Bahut (wall head) bed available for the plates of a 13th-c great roof	about 1.00	m	1.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		L’assiette sur laquelle venaient reposer les sablières des grandes charpentes de combles était donc assez étroite, et se trouvait réduite à un mètre environ
viollet_general	Charpente		Romanesque roof pitch over barrel vaults (Burgundy type)	45 to 50	degrees		non-length (degrees)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		les arbalétriers, n’ayant guère qu’une inclinaison de 45 à 50 degrés
viollet_general	Charpente		Roof pitch, before the 13th-c change	40 or 50	degrees		non-length (degrees)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		on la porta de 40 ou 50 degrés à 60 et même 65 degrés
viollet_general	Charpente		Roof pitch, after the 13th-c change [[CORRECTED SCOPE. Two stated causes at two dates, not one: (i) mid-12th c, smaller scantlings force a steeper pitch - 'employant des bois moins gros, il fallait donner aux arbaletriers une plus grande inclinaison, afin qu'ils ne flechissent pas sous le poids de la couverture'; (ii) 13th c, the bahut has shrunk to about 1 m and the rafter foot plus purlin depth no longer fits on it. And the change is NOT a France-vs-England discriminator: 'Excepte dans les provinces meridionales, ou les charpentes conserverent une faible inclinaison, partout en France et en Angleterre, on modifia, a la fin du XIIe siecle, le systeme des charpentes apparentes' - England is grouped WITH France; the one low-pitch exception is the French Midi.]]	60 to 65	degrees		non-length (degrees)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		on la porta de 40 ou 50 degrés à 60 et même 65 degrés
viollet_general	Reims cathedral nave roof		truss base (span) [['n'a pas moins de' = not less than. VERIFIED AGAINST THE PLATE: at the plate's own 58.8 px/m the drawn half-base is 7.19 m against the stated 7.20.]]	14.40	m	14.400	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les fermes sont taillées sur un triangle qui n’a pas moins de 14 m ,40 de base
viollet_general	Reims		truss height, apex to base [[VERIFIED AGAINST THE PLATE: drawn rise 911 px = 15.49 m against the stated 15.50; pitch atan(15.50/7.20) = 65.1 deg.]]	15.50	m	15.500	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		sur 15 m ,50 de hauteur du sommet à la base
viollet_general	Reims		length of arbalétriers and chevrons	17.00	m	17.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		les arbalétriers et les chevrons ont 17 m ,00
viollet_general	Reims		length of the one-piece sous-arbalétriers-moises	14.50	m	14.500	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		ces sous-arbalétriers-moises I qui sont d’un seul morceau et n’ont pas moins de 14 m ,50 de longueur
viollet_general	Reims		maximum scantling of the largest pieces [[VERIFIED AGAINST THE PLATE: the drawn poincon measures 13 px = 0.221 m at 58.8 px/m, i.e. the stated 0.22 m / 8 pouces. Viollet gives the conversion himself, which tells us scantlings were SIZED IN POUCES.]]	0.22	m (= 8 pouces of the old measure)	0.220	m (qualified)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les équarrissages ne dépassent pas 0,22 c. pour les plus grosses pièces, huit pouces de l’ancienne mesure
viollet_general	Messina cathedral		ferme spacing, axis to axis	2.50	m	2.500	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		une suite de fermes assez peu distantes, 2 m ,50 d’axe en axe
viollet_general	Messina		tie-beam span	14.00	m	14.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les entraits ont 14 m , 00 de portée
viollet_general	Messina		tie-beam scantling	0.80 x 0.45	m	0.800	pair max (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		grâce à leur énorme équarrissage (0,80 c. sur 0,45 c.), ils n’ont pas fléchi d’une manière sensible
viollet_general	Auxerre bishop's palace great hall		visible poinçon, octagonal, across flats	0.13	m	0.130	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		le poinçon ne donne, en section horizontale, qu’un octogone de 0,13 centimètres de diamètre
viollet_general	Auxerre great hall		arbalétrier scantling	0.14 x 0.12	m	0.140	pair max (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		les arbalétriers n’ont que 0,14. sur 0,12. d’équarrissage
viollet_general	Auxerre great hall		chevron scantling	0.13 x 0.12	m	0.130	pair max (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		les chevrons 0,13. sur 0,12
viollet_general	Auxerre small hall		width	4.80	m	4.800	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Cette salle n’a pas plus de 4 m ,80 de largeur
viollet_general	Charpente		Bardeaux (riven oak ceiling boards): thickness	0.01, sometimes 0.009	m	0.010	first number, unit column (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Ces bardeaux ou feuillets de chêne refendu ont ordinairement 0,01 c. d’épaisseur, et même quelquefois 0,009 m
viollet_general	Mauvesin		ferme spacing	4.30	m	4.300	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les chevrons entre les fermes, espacées de 4 m ,30
viollet_general	Mauvesin		nave width covered	7.00	m	7.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Cette charpente, qui couvre une nef de 7 m ,00 de largeur
viollet_general	Charpente		Span band for the simplest 13th-14th-c apparent roofs	7.00 to 8.00	m	7.500	m [range midpoint]	Charpente, Viollet-le-Duc, Dictionnaire raisonne		pour couvrir des vaisseaux d’une largeur de 7 m ,00 à 8 m ,00
viollet_general	Sully-sur-Loire		height of the grand'salle floor above the courtyard	14.30	m	14.300	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		La grand’salle du château de Sully est située au troisième étage, à 14 m , 30 au-dessus du sol de la cour
viollet_general	Sully		floor beams - depth x width	0.63 x 0.50	m	0.630	pair max (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les poutres qui portent les solives du plancher de la salle ont 0,63 c. d’épaisseur sur 0,50 c. de largeur
viollet_general	Sully		floor beam span	11.90	m	11.900	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		et 11 m ,90 c. de portée
viollet_general	Sully		sablière scantling	0.30 x 0.24	m	0.300	pair max (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		cette sablière a 0,30 cm d’épaisseur sur 0,24 de largeur
viollet_general	Sully		floor level to the apex of the pointed lambris	10.20	m	10.200	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Du niveau du plancher au sommet de l’ogive formée par le lambris intérieur on compte 10 m ,20 c
viollet_general	Sully		wall thickness above the top floor	0.95	m	0.950	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		le mur, réduit à une épaisseur de 0,95 c
viollet_general	Sully		height of that wall above the floor	2.00	m	2.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		s’élève jusqu’à une hauteur de 2 m ,00, reçoit deux sablières
viollet_general	Sully		stone parapet of the chemins de ronde, thickness	0.26	m	0.260	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		clos à l’extérieur par un parapet de 0,26 c. d’épaisseur, en pierre
viollet_general	Sully		chevron spacing, axis to axis	0.63	m	0.630	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les chevrons sont espacés de 0,63 c. d’axe en axe, et la volige est, par conséquent, très-épaisse, en chêne refendu
viollet_general	Sully		chevrons, jambettes and curved esseliers scantling	0.20 x 0.16	m (set on edge - 'poses sur champ')	0.200	pair max (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les chevrons, jambettes et esseliers courbes n’ont que 0,20 c. sur 0,16 c. d’équarrissage posés sur champ, et ainsi des autres bois en proportion
viollet_general	Anglo-Norman tie-less truss with a single courbe		span [[CORRECTED: this is the SPAN OF THE FIG. 28 EXAMPLE, not a threshold. The text says only 'Cette ferme n'a que 5 m ,40 de portee' and that for greater spans one-piece courbes were hard to find. No threshold is stated.]]	5.40	m	5.400	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Cette ferme n’a que 5 m ,40 de portée
viollet_general	Westminster Hall		width in the clear	21.00	m	21.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		la grand’salle de l’abbaye de Westminster , dont la largeur, dans œuvre, est de 21 m ,00
viollet_general	Westminster Hall		wall thickness	2.20	m	2.200	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les murs de la grand’salle de l’abbaye de Westminster ont 2 m ,20 d’épaisseur
viollet_general	Westminster Hall		wall height	about 11.50	m	11.500	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		sur une hauteur de 11 m ,50 environ
viollet_general	Westminster Hall		rise from the wall head to the ridge	14.00	m	14.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		La charpente, de la tête des murs au faîtage, porte 14 m ,00
viollet_general	Westminster Hall		total height from the corbels to the ridge	nearly 20.00	m	20.000	first number, unit column (m)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		et près de 20 m ,00 des corbeaux au faîtage
viollet_general	Westminster Hall		length of arbalétriers and chevrons, tenons included	17.00	m	17.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Les arbalétriers et chevrons ont 17 m ,00 compris tenons ; nous n’avons pu savoir s’ils sont d’un seul morceau
viollet_general	Westminster Hall		ferme spacing, axis to axis	5.75	m	5.750	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		les fermes-maîtresses, espacées l’une de l’autre de 5 m , 75 d’axe en axe
viollet_general	Westminster Hall		number of chevrons between two fermes	11	rafters per bay		non-length (rafters per bay)	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Il y a, entre fermes, onze chevrons
viollet_general	Hargnies		chevron spacing, axis to axis	about 0.45	m	0.450	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		Entre les chevrons, espacés de 0,45 c. environ d’axe en axe, sont posées, sous la volige, des chanlattes
viollet_general	Hargnies		scale of the fig.34 ter detail plate	0.05 per metre (1:20)	scale		unparsed	Charpente, Viollet-le-Duc, Dictionnaire raisonne		à l’échelle de 0,05 c. pour mètre
viollet_general	Amiens cathedral		span of the armed beam under the organ loft	about 15.00	m	15.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		cette poutre a 15 m ,00 environ de portée, et elle est fortement chargée
viollet_general	Hotel de la Tremoille, Paris		span of armed floor beams	about 12.00	m	12.000	m	Charpente, Viollet-le-Duc, Dictionnaire raisonne		des poutres de planchers d’environ 12 m ,00 de portée armées
viollet_general	Charpente		Jetty gain per storey	1 to 3	pieds (about 0.32 to 0.97 m)		unparsed	Charpente, Viollet-le-Duc, Dictionnaire raisonne		l’on gagnait ainsi sur la voie publique, à chaque étage, un, deux ou trois pieds
viollet_general	Escalier		Unit conversions Viollet himself uses	pied = 0.325 m; toise = 6 pieds ~ 1.95 m; pouce ~ 0.026 m	m	0.325	first measure in prose (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		cette vis a dix pieds de profondeur (3 m , 25) […] huit à neuf pouces (0 m , 23) […] dix toises un demi-pied de hauteur […] soit à 20 mètres
viollet_general	Comfortable step		going (largeur / giron)	0.28-0.30	m	0.290	m [range midpoint]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		que chaque marche ait en largeur la longueur d’un pied d’homme, soit 0,28 c. à 0,30 c.
viollet_general	Comfortable step		rise (hauteur)	0.15-0.20 (max)	m	0.175	m [range midpoint]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		et en hauteur de 0,15 c. à 0,20 c. au plus
viollet_general	Escalier		Comfortable stair pitch, as stated [[ARITHMETIC FLAG CONFIRMED BY VERIFICATION: 22 deg does not follow from his own linear figures (0.15/0.30 = 26.6 deg, 0.20/0.28 = 35.5 deg; 22 deg needs a 0.12 m rise on a 0.30 m going). Use the linear pair and ignore the angle.]]	22 (approx.)	degrees		non-length (degrees)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		ce qui donne une inclinaison de 22 degrés ou environ
viollet_general	Escalier		Fortification / service stair pitch	45	degrees		non-length (degrees)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		de monter suivant un angle de 45 degrés, ce qui donne des marches aussi larges que hautes
viollet_general	Escalier		Wedge-step (coin) stair: rise of a PAIR of steps	0.30	m	0.300	m	Escalier, Viollet-le-Duc, Dictionnaire raisonne		de manière à ce que deux marches eussent ensemble 0,30 c. de hauteur
viollet_general	Wedge-step stair		emmarchement at the wide end of each step	0.30	m	0.300	m	Escalier, Viollet-le-Duc, Dictionnaire raisonne		et chacune 0,30 c. d’emmarchement par un bout
viollet_general	XI-XII c. vis		emmarchement (clear step width)	1.00 max, often less	m	1.000	first number, unit column (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Ces sortes d’escaliers ne dépassent guère 1 m ,00 c. d’emmarchement, et souvent sont-ils moins larges
viollet_general	XI-XII c. vis		internal diameter of the cylindrical cage	six pieds = 1.90 (approx.)	m	1.900	first number, unit column (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		les cages cylindriques n’ayant que six pieds, ou 1 m ,90 c. environ
viollet_general	XI-XII c. vis		newel diameter	at least one pied = 0.325	m	0.325	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		le noyau, qui dans ces sortes d’escaliers a au moins un pied de diamètre
viollet_general	XI-XII c. vis		net step width after deducting the newel	0.80 max	m	0.800	first number, unit column (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		dont déduisant le noyau […] reste pour les marches 0,80 c. au plus
viollet_general	XIII c.+ vis		emmarchement range	0.50 minimum to 2.00 maximum	m	0.500	first number, unit column (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Les dimensions de ces escaliers varient ; il en est dont les emmarchements n’ont que 0,50 c. ; les plus grands n’ont pas plus de 2 m ,00, ce qui exigeait des pierres très-longues
viollet_general	Louvre grande vis		step length	sept pieds = 2.275	m	2.275	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		elles avoient sept pieds de longueur
viollet_general	Louvre grande vis		step thickness = riser	un demi (pied) = 0.1625	m	0.163	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		sur un demi d’épaisseur
viollet_general	Louvre grande vis		giron next to the enclosing shell [[MEASURING CONVENTION IS SAUVAL'S, NOT A RULE. This is Sauval reporting ONE stair. Viollet's own GIRON article measures a triangular giron AT MID-LENGTH: 'Alors on mesure le giron de la marche au milieu de sa longueur.' Do not generalise 'pres de la coquille' into a medieval measuring convention.]]	deux et demi (pieds) = 0.8125	m	0.812	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		avec deux et demi de giron près de la coquille qui l’environnoit
viollet_general	Louvre petite vis		step size	trois pieds long x un et demi wide = 0.975 x 0.4875	m	0.975	pair max (m) [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		chaque marche de la petite (vis) portoit trois pieds de long et un et demi de large
viollet_general	Louvre		total height of both vis together	dix toises un demi-pied = 20 (approx.)	m	20.000	first number, unit column (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		qu’elles portoient ensemble dix toises un demi-pied de hauteur […] C’est-à-dire que la dernière marche de l’escalier était à 10 toises ½ pied du sol de la cour, soit à 20 mètres, et devait ainsi desservir deux étages au-dessus du rez-de-chaussée, plus la terrasse
viollet_general	Louvre grande vis		number of steps	83	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		que la grande (vis) consistoit en quatre-vingt-trois marches […] À ½ pied chacune, cela fait 41 pieds ½ ou 13 m ,30 environ
viollet_general	Louvre petite vis		number of steps	41	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		et la petite en quarante et une […] À ½ pied chacune, cela fait 20 pieds ½, soit 6 m ,60 environ. Ces mesures de détail sont d’accord avec la mesure générale et produisent environ 20 mètres
viollet_general	Louvre grande vis		Viollet's reconstructed flight/landing sequence	16 + 16 + 16 + 35 = 83 steps, four landings	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Jusqu’au palier E , tenant compte du giron des marches, on trouve seize degrés. Seize autres degrés conduisaient au second palier posé au-dessus de la voûte F . Seize degrés arrivaient au troisième palier au-dessus de celui E . De ce troisième palier on montait d’une volée jusqu’au quatrième palier, toujours au-dessus de celui E , par trente-cinq marches, total, quatre-vingt-trois.
viollet_general	Louvre grande vis		buttresses and statues	10	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Notre plan nous donne en H dix contre-forts pouvant recevoir les dix grandes statues […] il l’enrichit par dehors de basses-tailles, et de dix grandes figures de pierre couvertes chacune d’un dais, posées dans une niche, portées sur un piédestal
viollet_general	Louvre		ribs of the crowning vault	douze branches d’orgues = 12 ribs	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		la voûte qui le terminoit étoit garnie de douze branches d’orgues (nervures)
viollet_general	Louvre		door-guard statues	trois pieds = 0.975	m	0.975	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Un sergent-d’armes haut de trois pieds, et sculpté par Saint-Romain, gardoit chaque porte des appartemens du roi et de la reine
viollet_general	Louvre		tombstones bought for step and landing stone	20 tombs at 14 sols parisis each, 27 September 1365	count/price		unparsed	Escalier, Viollet-le-Duc, Dictionnaire raisonne		en 1365, Raimond du Temple, conducteur de l’ouvrage, enleva vingt tombes le 27 septembre, qu’il acheta quatorze sols parisis la pièce de Thibault de la Nasse, marguillier de l’église, et enfin les fit tailler par Pierre Anguerrand et Jean Colombel pour servir de pallier
viollet_general	Louvre		sculptor's fee per statue	20 francs d'or = 16 livres parisis; the vault sculpture 32 livres parisis = 40 francs d'or	money	20.000	first number, unit column (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		ces sculpteurs, pour chaque figure, eurent vingt francs d’or, ou seize livres parisis […] à raison de trente-deux livres parisis, ou quarante francs d’or
viollet_general	Bernardins double vis		internal diameter	dix pieds = 3.25	m	3.250	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		cette vis a dix pieds de profondeur (3 m , 25)
viollet_general	Bernardins double vis		riser	huit à neuf pouces = 0.23	m	0.230	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		chaque marche porte de hauteur huit à neuf pouces (0 m , 23)
viollet_general	Bernardins double vis		giron	un pied ou environ = 0.325	m	0.325	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		les girons de l’un et de l’autre, portant un pied ou environ, qui sont entrelassés, enclavés, emboîtés, enchaînés, enchâssés, entretaillés l’un dans l’autre, et s’entremordant d’une façon aussi ferme que gentille
viollet_general	Bernardins double vis		windows	2 (one lighting both flights from above, one from below)	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Ces degrés n’ont que deux croisées, l’une qui les éclaire tous deux par en haut, l’autre par en bas
viollet_general	Escalier		Saint-Mederic (Saint-Merri) stair turrets: wall thickness	neuf pouces = 0.23	m	0.230	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		La merveille de ces deux vis consiste en leur petitesse et en la tendresse des murailles qui les soutiennent, ne portant pas neuf pouces d’épaisseur (0 m ,23)
viollet_general	Thelemean		LITERARY FICTION (Rabelais), not evidence - Thelemean vis (Rabelais, FICTION): entrance arch width	six toises = 11.7	m	11.700	m [from stated conversion]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		l’entrée estoit par les dehors du logis en un arceau large de six toises. Icelle estoit faite en telle symétrie et capacité, que six hommes d’armes, la lance sur la cuisse, pouvoient de front monter jusques au-dessus de tous le bastiment
viollet_general	Timber steps		oak log diameter	0.50	m	0.500	m	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Trois sciages I divisent la bille en chêne de 0,50 c. de diamètre, ou environ en six triangles dans chacun desquels on trouve une marche
viollet_general	Timber stair		corner posts (poteaux)	0.18 x 0.20	m	0.200	pair max (m)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Les poteaux ont 0,18 c. sur 0, 20 posés de champ dans le sens de l’emmarchement
viollet_general	Timber stair		strings (limons) thickness	0.15	m	0.150	m	Escalier, Viollet-le-Duc, Dictionnaire raisonne		ces limons portent 0,15 c. d’épaisseur, et affleurent le nu extérieur des poteaux
viollet_general	Joinery vis		steps per circumference [[CONTRADICTED BY VIOLLET'S OWN PLATE. This is the article's ONLY stated steps-per-turn figure, but plan A of fig. 30 draws 5 steps between 6 montants spanning 110 deg = ~22 deg each and ~16 per turn, and is not a quarter. Keep 12 as the quoted statement; do not use it as a verified timber-vis parameter without noting the plate disagrees.]]	12	count		non-length (count)	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Nous donnons en A le plan d’un quart d’un escalier de ce genre portant douze marches sur sa circonférence
viollet_general	Joinery vis		entry opening height	2.00	m	2.000	m	Escalier, Viollet-le-Duc, Dictionnaire raisonne		Deux des montants, coupés à deux mètres du sol, et reposant sur une traverse assemblée dans les poteaux voisins
viollet_general	College de Montaigu vis		newel from a single timber	12 to 15	m	13.500	m [range midpoint]	Escalier, Viollet-le-Duc, Dictionnaire raisonne		un joli escalier à vis en menuiserie, dont le noyau pris dans une longue pièce de bois de douze à quinze mètres de hauteur était fort habilement travaillé en façon de colonne à nervures torses
viollet_general	Escalier		Drawing scales stated for fig.27/28	plan 1:100, section 1:50	scale		unparsed	Escalier, Viollet-le-Duc, Dictionnaire raisonne		L’échelle du plan est de 0,01 c. pour mètre. Faisons une coupe longitudinale sur a b , et présentons la au double pour plus de clarté. […] Le détail O donne la section horizontale d’un montant au dixième de l’exécution.
viollet_general	Montpazier		width of the front street [[THE PLATE CONFIRMS THE TEXT. Decoding fig. 17 (bar ticks x=108.5/168.0/227.5/287.0 labelled 10/20/30 = 5.95 px/m) gives a street gap of 10.1-10.8 m. The reader's claimed 7.5 m plate figure and its 25 per cent discrepancy do not exist.]]	10	metres	10.000	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		une rue de 10 metres de largeur
viollet_general	Montpazier		width of the rear alley (ruelle) [[THE PLATE CONFIRMS THE TEXT: rear gap 19 px = 3.2 m at 5.95 px/m.]]	about 3	metres	3.000	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		l'autre posterieure sur une ruelle de 3 metres environ
viollet_general	Montpazier		alley between two houses within a block (endronne)	the width of a gutter (caniveau)	-		unparsed	Maison, Viollet-le-Duc, Dictionnaire raisonne		Les ruelles entre les maisons n'ont quelquefois que la largeur d'un caniveau
viollet_general	Vitteaux house		total plot area	about 100	square metres		non-length (square metres)	Maison, Viollet-le-Duc, Dictionnaire raisonne		sur un terrain de 100 metres environ
viollet_general	Vitteaux house		built footprint	49	square metres		non-length (square metres)	Maison, Viollet-le-Duc, Dictionnaire raisonne		sur lesquels 49 metres superficiels etaient reserves a la construction
viollet_general	Vitteaux house		VIOLLET'S OWN 1860s COSTING, not a medieval price - Viollet's 1860s rebuild cost	250 fr per square metre, total 12 250 fr	francs		unparsed	Maison, Viollet-le-Duc, Dictionnaire raisonne		Une construction de ce genre, avec le mode adopte, couterait, caves comprises, en province, 250 fr. le metre superficiel ; la maison reviendrait donc a la somme de 12 250 fr.
viollet_general	Annonay house		roof projection beyond the ground-floor wall face	about 3.50	metres	3.500	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		La saillie du comble sur le nu du mur du rez-de-chaussee est de 3 m 50 environ
viollet_general	Reims		Reims (Place des Marches) 15th-c timber house: jetty projection over the public way	1.65	metres	1.650	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		est ainsi portee en encorbellement sur cinq fortes potences et est en saillie de 1 m,65 sur la voie publique
viollet_general	Late-15th-c Paris/Normandy timber facades		maximum storey projection	up to 2	metres	2.000	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		donnant aux etages jusqu'a deux metres de saillie sur le nu du soubassement
viollet_general	Hotel de Jacques Coeur, Bourges		opening of the great dining-hall chimney	6	metres	6.000	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		La grande cheminee c, de six metres d'ouverture, etait richement decoree
viollet_general	Hotel de Cluny, Paris		garden	17 x 35	metres	35.000	pair max (m)	Maison, Viollet-le-Duc, Dictionnaire raisonne		Le jardin G, de 17 metres de largeur sur 35 metres de longueur environ, etait borde par des proprietes particulieres
viollet_general	Cordes hotel		height of the great ground-floor hall above the court	7 steps	marches	7.000	first number, unit column (m)	Maison, Viollet-le-Duc, Dictionnaire raisonne		donne entree dans la grande salle du rez-de-chaussee H, elevee de sept marches au-dessus du sol de la cour
viollet_general	Morvan peasant house		height of the raised entrance door above ground	1 to 2	metres	1.500	m [range midpoint]	Maison, Viollet-le-Duc, Dictionnaire raisonne		Porte elevee d'un ou deux metres au-dessus du sol avec escalier et palier engage dans la muraille
viollet_general	Vosges peasant house		stone plinth (soubassement) height	about 1.00	metres	1.000	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		Les maisons s'elevent sur un soubassement de 1 m,00 de hauteur environ, forme de gros blocs de gres
viollet_general	Vosges peasant house		room count	3 rooms on the ground floor, 4 under the roof	rooms		unparsed	Maison, Viollet-le-Duc, Dictionnaire raisonne		Presque toujours ces maisons se composent de trois pieces a rez-de-chaussee et de quatre pieces sous comble
viollet_general	Le Cannet fortified farm tower		height of the door above the outside ground	3	metres	3.000	m	Maison, Viollet-le-Duc, Dictionnaire raisonne		La porte, relevee de trois metres au-dessus du terrain exterieur
viollet_general	Le Cannet tower		machicolations on the top storey	6	openings		non-length (openings)	Maison, Viollet-le-Duc, Dictionnaire raisonne		est perce de six machicoulis en forme de hottes, et ne possedait pas de fenetre
viollet_general	Le Cannet tower		distance from the sea	about 4	kilometres		unparsed	Maison, Viollet-le-Duc, Dictionnaire raisonne		a mi-cote et a quatre kilometres environ de la mer
viollet_general	Bordeaux fortified farm		stair from the water level of the moat to the raised door	12 steps	marches	12.000	first number, unit column (m)	Maison, Viollet-le-Duc, Dictionnaire raisonne		Un escalier de douze marches engagees dans la muraille conduisait du niveau de l'eau a la porte relevee
viollet_general	Maison		Modern storeys Viollet condemns as too low, implying medieval storeys exceeded this	less than 3	metres	3.000	first number, unit column (m)	Maison, Viollet-le-Duc, Dictionnaire raisonne		Et ces etages de moins de trois metres de hauteur, sous plafond, sont-ils sains et confortables ?
viollet_general	Maison des Musiciens, Reims		first-floor window and niche count	4 windows, 5 niches	openings		non-length (openings)	Maison, Viollet-le-Duc, Dictionnaire raisonne		La facade de cette maison possede quatre fenetres hautes et larges au premier etage avec cinq niches dans les trumeaux
viollet_general	Saint-Antonin		purchase price of the town by Saint Louis	1 500	livres tournois		unparsed	Maison, Viollet-le-Duc, Dictionnaire raisonne		Saint Louis acheta du comte de Toulouse la ville de Saint-Antonin, moyennant 1 500 livres tournois
viollet_general	Bourges		price paid by Jacques Coeur in 1443 for the two-tower rampart fief	1 200	ecus		unparsed	Maison, Viollet-le-Duc, Dictionnaire raisonne		En 1443, Jacques Coeur acheta de Jacques Belin, moyennant 1 200 ecus, le fief comprenant deux tours des remparts de Bourges sur lequel il batit son hotel
