ia_id	source	building	place	element	value	unit	value_m	leaf	printed_page	confidence	quote
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Belsay Castle, Northumberland — chief apartment (hall, first story)	Belsay, Northumberland	internal length	43 ft.	ft	13.106	320	205	measured	On the east side of the first story is the chief apartment, 43 ft. long by 21^ ft. broad, and nearly 17 ft. in height
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Belsay Castle, Northumberland — chief apartment (hall, first story)	Belsay, Northumberland	internal width	21^ ft. (21 1/2 ft.)	ft	6.553	320	205	ocr-uncertain	On the east side of the first story is the chief apartment, 43 ft. long by 21^ ft. broad, and nearly 17 ft. in height
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Belsay Castle, Northumberland — chief apartment (hall, first story)	Belsay, Northumberland	internal height	nearly 17 ft.	ft	5.182	320	205	author-estimate	On the east side of the first story is the chief apartment, 43 ft. long by 21^ ft. broad, and nearly 17 ft. in height
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Belsay Castle, Northumberland — tower shell	Belsay, Northumberland	external length (north to south)	56J feet (56 1/2 ft.)	ft	17.221	320	205	ocr-uncertain	The building measures externally from north to south 56J feet, and from east to west 47 feet 3 inches
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Belsay Castle, Northumberland — tower shell	Belsay, Northumberland	external width (east to west)	47 feet 3 inches	ft in	14.402	320	205	measured	The building measures externally from north to south 56J feet, and from east to west 47 feet 3 inches
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Winchelsea, Sussex — vaulted cellar under a burgage plot (typical of many)	Winchelsea, Sussex	internal length	50 feet	ft	15.240	256	162	measured	One of these cellars is 50 feet long by 18 wide and 12 high, and most of the others are of similar dimensions
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Winchelsea, Sussex — vaulted cellar under a burgage plot (typical of many)	Winchelsea, Sussex	internal width	18 feet	ft	5.486	256	162	measured	One of these cellars is 50 feet long by 18 wide and 12 high, and most of the others are of similar dimensions
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Winchelsea, Sussex — vaulted cellar under a burgage plot (typical of many)	Winchelsea, Sussex	undercroft height	12 feet	ft	3.658	256	162	measured	One of these cellars is 50 feet long by 18 wide and 12 high, and most of the others are of similar dimensions
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Corbridge parsonage Pele tower, Northumberland — first-floor room	Corbridge, Northumberland	internal length	nineteen feet	ft		324	207	author-estimate	The first floor appears to have been a single room, nineteen feet long by thirteen wide, and about eight feet high, separated from the upper room by a wooden floor only
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Corbridge parsonage Pele tower, Northumberland — first-floor room	Corbridge, Northumberland	internal width	thirteen feet	ft		324	207	author-estimate	The first floor appears to have been a single room, nineteen feet long by thirteen wide, and about eight feet high, separated from the upper room by a wooden floor only
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Corbridge parsonage Pele tower, Northumberland — first-floor room	Corbridge, Northumberland	internal height (to underside of timber floor above)	about eight feet	ft		324	207	author-estimate	The first floor appears to have been a single room, nineteen feet long by thirteen wide, and about eight feet high, separated from the upper room by a wooden floor only
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	"Lapworth manor-house, Warwickshire (1314 mason's contract, Sir John Bishopsden) — ""sovereign chamber"" (the hall, upper storey, full length of house)"	Lapworth, Warwickshire	internal length	forty feet	ft		32	7	ocr-uncertain	""" the sovereign chamber,"" extend- ing the entire length of the mansion, was forty feet long and eighteen feet wide"
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	"Lapworth manor-house, Warwickshire (1314 mason's contract) — ""sovereign chamber"" (the hall, upper storey)"	Lapworth, Warwickshire	internal width	eighteen feet	ft		32	7	measured	""" the sovereign chamber,"" extend- ing the entire length of the mansion, was forty feet long and eighteen feet wide"
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	"Lapworth manor-house, Warwickshire (1314 mason's contract) — ""sovereign chamber"" (the hall, upper storey)"	Lapworth, Warwickshire	internal height (floor to rafters)	nine feet	ft		31	7	measured	"this "" sovereign chamber"" to be nine feet high from the floor to the rafters, and aluresf of stone two feet and a half in height were to be raised above the roof timbers"
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Lapworth manor-house, Warwickshire (1314 mason's contract) — whole house	Lapworth, Warwickshire	internal length (within the walls)	forty feet	ft		30	6	ocr-uncertain	This building was to be forty feet in length within the walls, and eighteen feet in width
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Lapworth manor-house, Warwickshire (1314 mason's contract) — end (gable) walls	Lapworth, Warwickshire	wall thickness (end walls with the gables)	three feet and a half	ft		30	6	measured	the end walls with the gables were to be three feet and a half in thickness, and the back and front walls two feet and a half
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Lapworth manor-house, Warwickshire (1314 mason's contract) — front and back walls	Lapworth, Warwickshire	wall thickness (back and front walls)	two feet and a half	ft		30	6	measured	the end walls with the gables were to be three feet and a half in thickness, and the back and front walls two feet and a half
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Lapworth manor-house, Warwickshire (1314 mason's contract) — ground storey (doorway and base chambers)	Lapworth, Warwickshire	storey height (ground to first rafters)	eleven feet	ft		31	7	measured	this doorway, together with the base chambers, to be eleven feet in height from the ground to the first rafters
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Lapworth manor-house, Warwickshire (1314 mason's contract) — parapet (alure)	Lapworth, Warwickshire	parapet height above roof timbers	two feet and a half	ft		31	7	measured	aluresf of stone two feet and a half in height were to be raised above the roof timbers
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	The Fish House, Meare, Somersetshire — whole house	Meare, Somersetshire	internal length	about 32 ft.	ft	9.754	493	300	author-estimate	the plan is a parallelogram about 32 ft. long by 16 ft. wide ; it is of two stories, the ground floor is divided into three rooms
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	The Fish House, Meare, Somersetshire — whole house	Meare, Somersetshire	internal width	16 ft.	ft	4.877	493	300	author-estimate	the plan is a parallelogram about 32 ft. long by 16 ft. wide ; it is of two stories, the ground floor is divided into three rooms
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	The Fish House, Meare, Somersetshire — ground-floor rooms	Meare, Somersetshire	storey height (ground floor, to underside of upper floor)	about seven feet	ft		493	301	author-estimate	These rooms are about seven feet high ; the floor of the upper rooms forms the roof of these, and is carried on stone corbels
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — great hall	Mayfield, Sussex	internal length	69 ft. 5 in.	ft in	21.158	473	290	measured	The internal dimensions are very grand, 69 ft. 5 in. by 39 ft. 3 in.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — great hall	Mayfield, Sussex	internal width	39 ft. 3 in.	ft in	11.963	473	290	measured	The internal dimensions are very grand, 69 ft. 5 in. by 39 ft. 3 in.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — great hall (second, quoted authority)	Mayfield, Sussex	internal length x width (conflicting figures for the same hall)	68 ft. by 38 ft.	ft	20.726	477	293	author-estimate	The arches of the great hall yet remain. Its dimensions within are 68 ft. by 38 ft.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — entrance porch	Mayfield, Sussex	internal length (porch, inside)	19 ft. 10 in.	ft in	6.045	473	290	measured	The entrance porch (12 ft. 6 in. by 19 ft. 10 in. inside) is on the south side of the hall, in the westernmost bay
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — entrance porch	Mayfield, Sussex	internal width (porch, inside)	12 ft. 6 in.	ft in	3.810	473	290	measured	The entrance porch (12 ft. 6 in. by 19 ft. 10 in. inside) is on the south side of the hall, in the westernmost bay
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — hall buttresses	Mayfield, Sussex	buttress footprint (projection x width)	3 ft. 10 in. by 7 ft. 6 in.	ft in	1.168	474	291	measured	The great size of the buttresses, 3 ft. 10 in. by 7 ft. 6 in., is necessary in order to resist the thrust of the great arches across the hall
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Archbishop's Palace, Mayfield, Sussex — hall parapet	Mayfield, Sussex	parapet-carrying arch projection from wall face	about 9 in.	in	0.229	474	291	author-estimate	above them are arches of segmental construction like those in the hall at Penshurst, projecting about 9 in. and carrying the parapet
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Sutton Courtenay, Berkshire — hall	Sutton Courtenay, Berkshire	internal length	40 ft.	ft	12.192	445	272	measured	s 40ft. by 23 ft. 10 in.; its original op
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Sutton Courtenay, Berkshire — hall	Sutton Courtenay, Berkshire	internal width	23 ft. 10 in.	ft in	7.264	445	272	measured	s 40ft. by 23 ft. 10 in.; its original op
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Sutton Courtenay, Berkshire — solar (south wing)	Sutton Courtenay, Berkshire	internal length	about 35 feet	ft	10.668	448	274	author-estimate	in this is the solar, which was probably about 35 feet by 17
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Sutton Courtenay, Berkshire — solar (south wing)	Sutton Courtenay, Berkshire	internal width	17 feet	ft	5.182	448	274	author-estimate	in this is the solar, which was probably about 35 feet by 17
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Hurley Priory, Berkshire — upper room (dormitory)	Hurley, Berkshire	internal length	66 ft.	ft	20.117	447	272 (footnote n)	ocr-uncertain	The size of the room is about 20 ft. 6' in. by 66 ft.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Hurley Priory, Berkshire — upper room (dormitory)	Hurley, Berkshire	internal width	about 20 ft. 6' in. (20 ft. 6 in.)	ft in	6.248	447	272 (footnote n)	ocr-uncertain	The size of the room is about 20 ft. 6' in. by 66 ft.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Hurley Priory, Berkshire — dormitory windows (single-light trefoil-headed)	Hurley, Berkshire	window opening width	2 ft. 5\ in. (2 ft. 5 1/2 in.)	ft in	0.749	447	272 (footnote n)	ocr-uncertain	The dimensions of these windows are rather peculiar, 2 ft. 5\ in. wide by 2 ft. 3g in. from the sill to the line of the springing of the arch
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Hurley Priory, Berkshire — dormitory windows (single-light trefoil-headed)	Hurley, Berkshire	window height from sill to springing of arch	2 ft. 3g in. (2 ft. 3 3/8 in.?)	ft in	0.610	447	272 (footnote n)	ocr-uncertain	The dimensions of these windows are rather peculiar, 2 ft. 5\ in. wide by 2 ft. 3g in. from the sill to the line of the springing of the arch
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Gerrard's Hall crypt, London — merchant's vaulted lower storey (cellar/warehouse under the hall)	London	internal length	42 feet	ft	12.802	291	186	measured	Its dimensions were 42 feet long by 21 wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Gerrard's Hall crypt, London — merchant's vaulted lower storey (cellar/warehouse under the hall)	London	internal width	21 feet	ft	6.401	291	186	measured	Its dimensions were 42 feet long by 21 wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Dacre Castle, Cumberland — lower (ground) story	Dacre, Cumberland	wall thickness (lower storey)	more than 8 feet	ft	2.438	338	214	author-estimate	the walls are extremely thick, being more than 8 feet
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Dacre Castle, Cumberland — mural bed-room in the wall thickness (second story)	Dacre, Cumberland	internal length	8 ft. 6 in.	ft in	2.591	343		measured	between this and the fire-place is a small bed-room 8 ft. 6 in. by 7 ft., entirely in the thickness of the wall
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Dacre Castle, Cumberland — mural bed-room in the wall thickness (second story)	Dacre, Cumberland	internal width	7 ft.	ft	2.134	343		measured	between this and the fire-place is a small bed-room 8 ft. 6 in. by 7 ft., entirely in the thickness of the wall
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Woodcroft House, Northamptonshire — main range	Woodcroft, Northamptonshire	wall thickness (external walls)	from 2 ft. to 2 ft. 6 in.	ft in	0.610	408	251	measured	The external walls are from 2 ft. to 2 ft. 6 in. thick, with well-finished ashlar facing
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Woodcroft House, Northamptonshire — gateway walls (Bridges' earlier account, conflicting)	Woodcroft, Northamptonshire	wall thickness (gateway range)	about four feet	ft		406	249 (footnote d)	ocr-uncertain	"The walls are about four feet with two large arches and seats of stone, thick."""
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Woodcroft House, Northamptonshire — main range	Woodcroft, Northamptonshire	external length	about 100 feet	ft	30.480	407	250	author-estimate	These remains consist of a parallelogram of about 100 feet long by 24 wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Woodcroft House, Northamptonshire — main range	Woodcroft, Northamptonshire	external width	24 feet	ft	7.315	407	250	author-estimate	These remains consist of a parallelogram of about 100 feet long by 24 wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Woodcroft House, Northamptonshire — attached circular tower	Woodcroft, Northamptonshire	tower external diameter	about 15 feet	ft	4.572	407	250	author-estimate	with an attached circular tower, about 15 feet di- ameter
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Cantilupe Chantry House, Lincoln — lower-room windows	Lincoln	window opening height (in the clear)	four feet	ft		393	240	measured	Those in the lower rooms were of a square form, four feet high in the clear, and scarcely three feet wide, divided into two lights by a plain mullion
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Cantilupe Chantry House, Lincoln — lower-room windows	Lincoln	window opening width	scarcely three feet	ft		393	240	author-estimate	Those in the lower rooms were of a square form, four feet high in the clear, and scarcely three feet wide, divided into two lights by a plain mullion
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Broughton Castle, Oxfordshire — room over the groined passage, squint into the chapel	Broughton, Oxfordshire	opening sill height above floor	10 inches	in	0.254	432	264	measured	Prom this room a square opening 10 inches from the floor, and 3 ft. 6 in. high, has been left into the chapel
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Broughton Castle, Oxfordshire — room over the groined passage, squint into the chapel	Broughton, Oxfordshire	opening height	3 ft. 6 in.	ft in	1.067	432	264	measured	Prom this room a square opening 10 inches from the floor, and 3 ft. 6 in. high, has been left into the chapel
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Nunney Castle, Somersetshire — windows between the corner turrets	Nunney, Somersetshire	window opening width	two feet	ft		483	296	measured	so nearly meet at the two ends of the house that there is barely room for a single window two feet wide between them
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Nunney Castle, Somersetshire — ground-floor rooms	Nunney, Somersetshire	storey height (ground floor)	about ten feet	ft		483	297	author-estimate	the rooms on the ground floor were about ten feet high, those on the front floor somewhat more lofty, and the two upper stories not so high
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Meare manor-house, Somersetshire — hall (on the first floor)	Meare, Somersetshire	internal length	about 60 feet	ft	18.288	484	298	author-estimate	The hall is about 60 feet long by 22 wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Meare manor-house, Somersetshire — hall (on the first floor)	Meare, Somersetshire	internal width	22 feet	ft	6.706	484	298	author-estimate	The hall is about 60 feet long by 22 wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Meare manor-house, Somersetshire — courtyard enclosure wall	Meare, Somersetshire	enclosure wall height	about twelve feet	ft		484	298	author-estimate	the other two sides have been enclosed by a wall about twelve feet high
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Caldecot Castle, Monmouthshire — great hall over cellar	Caldecot, Monmouthshire	hall floor height above outside ground level	some six feet	ft		509	311	author-estimate	The floor of the hall was some six feet above the level of the present ground, and there remain a series of recesses in the wall beneath, which served for receiving the barrels, as this lower chamber was originally the cellar
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Caldecot Castle, Monmouthshire — whole enclosure	Caldecot, Monmouthshire	external length	one hundred feet	ft		509	310	measured	The length is one hundred feet, the breadth varies from seventy to forty
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Langley Castle, Northumberland — central space (four stories of floors)	Langley, Northumberland	internal length	about 80 feet	ft	24.384	534	332	author-estimate	The central space is oblong, about 80 feet long by 24 wide internally : this space has not been vaulted, but was divided by floors into four stories
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Langley Castle, Northumberland — central space (four stories of floors)	Langley, Northumberland	internal width	24 feet	ft	7.315	534	332	author-estimate	The central space is oblong, about 80 feet long by 24 wide internally : this space has not been vaulted, but was divided by floors into four stories
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Langley Castle, Northumberland — garderobe chambers off the principal apartment (south-west tower)	Langley, Northumberland	internal length and width (square chamber)	about twelve feet square	ft		537	333	author-estimate	the chambers into which they open were about twelve feet square, with a doorway on each floor from the principal apartment
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Nursted Court, Kent — hall block (aisled timber hall in flint walls)	Nursted, Kent	external length	79 ft.	ft	24.079	460	282	measured	The external dimensions are 79 ft. by 34 ft. 9 in.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Nursted Court, Kent — hall block (aisled timber hall in flint walls)	Nursted, Kent	external width	34 ft. 9 in.	ft in	10.592	460	282	measured	The external dimensions are 79 ft. by 34 ft. 9 in.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Nursted Court, Kent — hall aisles	Nursted, Kent	aisle width (arcade posts set in from the wall)	about four feet	ft		76	36	author-estimate	The roof was sometimes so framed as to stand about four feet within the walls, and to form by the timber columns on which it rested two small aisles and a centre, as at Nursted court, Kent
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Brougham Hall, Westmoreland — old gateway	Brougham, Westmoreland	gate leaf thickness (oak gates)	6 inches	in	0.152	363	225	measured	The oak gates, 6 inches thick, are original, as also the crook and band hinges
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Norborough (Northburgh) old manor-house, Northamptonshire — hall	Norborough, Northamptonshire	internal length	36 feet	ft	10.973	415	254	measured	the former a room of 36 by 24 feet, lighted by square-headed transomed windows, two on each side, separated from each other by a buttress
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Norborough (Northburgh) old manor-house, Northamptonshire — hall	Norborough, Northamptonshire	internal width	24 feet	ft	7.315	415	254	measured	the former a room of 36 by 24 feet, lighted by square-headed transomed windows, two on each side, separated from each other by a buttress
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Norborough (Northburgh) old manor-house, Northamptonshire — gate-house to hall	Norborough, Northamptonshire	courtyard span (gate-house front to hall front)	about fifty feet	ft		415	254	author-estimate	Immediately facing this gate-house, and at a distance of about fifty feet, stand the hall and adjoining buildings
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	The Priory, Lincoln — hall (from the 1649 parliamentary survey)	Lincoln	internal length	40 feet	ft	12.192	394	241	measured	consisteth of a faire hall, 40 feet long and 22 broad, with a buttery and cellar at the lower end of the said hall
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	The Priory, Lincoln — hall (from the 1649 parliamentary survey)	Lincoln	internal width	22 feet	ft	6.706	394	241	measured	consisteth of a faire hall, 40 feet long and 22 broad, with a buttery and cellar at the lower end of the said hall
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Stanton St. Quentin manor-house, Wiltshire — whole range	Stanton St. Quentin, Wiltshire	external length	about 55 feet	ft	16.764	479	294	author-estimate	is in plan a parallelogram, measuring about 55 feet by 34
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Stanton St. Quentin manor-house, Wiltshire — whole range	Stanton St. Quentin, Wiltshire	external width	34 feet	ft	10.363	479	294	author-estimate	is in plan a parallelogram, measuring about 55 feet by 34
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Brecon (Wales) — north-south range (chief apartment, open roof full length)	Brecon, Wales	internal length	about 45 feet	ft	13.716	528	325	author-estimate	one run- ning north and south, and ending in a gable at each end, measuring about 45 feet by 20
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Brecon (Wales) — north-south range (chief apartment, open roof full length)	Brecon, Wales	internal width	20 feet	ft	6.096	528	325	author-estimate	one run- ning north and south, and ending in a gable at each end, measuring about 45 feet by 20
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Brecon (Wales) — east-west range with three-sided apse (probably the chapel)	Brecon, Wales	internal length	about 50 feet	ft	15.240	528	325	author-estimate	terminating in a three-sided apse at the east end, measuring about 50 feet by 24
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Brecon (Wales) — east-west range with three-sided apse (probably the chapel)	Brecon, Wales	internal width	24 feet	ft	7.315	528	325	author-estimate	terminating in a three-sided apse at the east end, measuring about 50 feet by 24
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Brecon (Wales) — third portion (offices)	Brecon, Wales	internal length	about 36 feet	ft	10.973	528	325	author-estimate	a smaller portion attached to the re-entering angle formed by the two first on their south side, measur- ing about 36 feet by 17
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Brecon (Wales) — third portion (offices)	Brecon, Wales	internal width	17 feet	ft	5.182	528	325	author-estimate	a smaller portion attached to the re-entering angle formed by the two first on their south side, measur- ing about 36 feet by 17
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Packman's wharf, Thames Street, London (1354-5 lease to Richard Wyllesdon) — hall over cellars	London	internal length	forty feet	ft		282	183	ocr-uncertain	a hall forty feet in length, and twenty-four feet wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Packman's wharf, Thames Street, London (1354-5 lease) — hall over cellars	London	internal width	twenty-four feet	ft		282	183	ocr-uncertain	a hall forty feet in length, and twenty-four feet wide
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Packman's wharf, Thames Street, London (1354-5 lease) — cellars beneath hall, parlour, kitchen and buttery	London	undercroft height	seven feet	ft		282	183	measured	there should be cellars seven feet in height beneath the said hall, parlour, kitchen, and buttery
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Packman's wharf, Thames Street, London (1354-5 lease) — street-front wooden tenements, three stories	London	storey heights (first / second / third)	the first twelve feet in height, the second ten, and the third seven	ft		282	183	measured	the latter to be of three stories ; the first twelve feet in height, the second ten, and the third seven
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Dublin Castle great hall (royal writ, cited from the Liberate Rolls)	Dublin	internal length	120 feet	ft	36.576	80	37	measured	Dublin castle, a hall 120 feet long and 80 feet wide, with sufficient windows and glass casements, after the fashion of the hall at Canterbury, and to make in the gable over the dais a round window, thirty feet in cir- cumference
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Dublin Castle great hall (royal writ, cited from the Liberate Rolls)	Dublin	internal width	80 feet	ft	24.384	80	37	measured	Dublin castle, a hall 120 feet long and 80 feet wide, with sufficient windows and glass casements, after the fashion of the hall at Canterbury, and to make in the gable over the dais a round window, thirty feet in cir- cumference
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Dublin Castle great hall — round window in the gable over the dais	Dublin	round window circumference	thirty feet	ft		80	37	ocr-uncertain	to make in the gable over the dais a round window, thirty feet in cir- cumference
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Palazzo della Ragione, Padua — great hall standing on open arches	Padua, Italy	internal length	about 240 feet	ft	73.152	562	351	author-estimate	The length is about 240 feet by 80 wide, and as much in height, and it is ornamented by various paintings, said to have been designed by Giotto
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Palazzo della Ragione, Padua — great hall standing on open arches	Padua, Italy	internal width	80 feet	ft	24.384	562	351	author-estimate	The length is about 240 feet by 80 wide, and as much in height, and it is ornamented by various paintings, said to have been designed by Giotto
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Palazzo della Ragione, Padua — great hall standing on open arches	Padua, Italy	internal height	as much in height (i.e. c. 80 ft., reading the width)	ft	24.384	562	351	ocr-uncertain	The length is about 240 feet by 80 wide, and as much in height, and it is ornamented by various paintings, said to have been designed by Giotto
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Winchelsea, Sussex — town houses over vaulted cellars (general, from two surviving examples)	Winchelsea, Sussex	ground-floor level above outside ground (cellar vault crown)	three or four feet	ft		257		author-estimate	the vault of the cellar and con- sequently the floor of the room is three or four feet above the level of the ground, the entrance to the house is up a flight of stone steps, placed sideways to the street
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	unnamed — mansions on the western (Welsh) frontier, licence minimum	Welsh march, England	enclosure wall height (minimum fixed by licence to crenellate)	ten feet	ft		46	16	measured	the mansions on the western frontier against Wales, where the surrounding walls were fixed by licence at a minimum of ten feet in height
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Chibburn preceptory (Hospitallers), Northumberland — principal dwelling-house, internal partitions	Chibburn, Northumberland	partition thickness and stud spacing (oak plank in grooved head and sill)	three inches in thickness, placed at a distance of twelve inches	in		312	198	measured	the partitions of oak plank placed in a groove at top and bottom, with a narrow reed ornament on their faces, three inches in thickness, placed at a distance of twelve inches, and the interstices filled with loam
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Bishop's Palace, Chichester — detached kitchen	Chichester, Sussex	internal length and width (square plan)	about forty feet square	ft		197	120	ocr-uncertain	The kitchen of the bishop's palace at Chichester is of this period ; it is about forty feet square, with two walls and a timber roof
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Clarendon Palace, Wiltshire — new kitchen (ordered)	Clarendon, Wiltshire	internal length and width (square plan)	forty feet square	ft		199	123	ocr-uncertain	At Clarendon the new kitchen was ordered to be forty feet squared
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Morlais Castle, near Merthyr (Wales) — pit within the enclosure	Morlais, Wales	pit plan (square) and depth	twenty -five feet square, and excavated upwards of seventy feet deep	ft		515	315	ocr-uncertain	This castle contains with its enclosure a singular pit, twenty -five feet square, and excavated upwards of seventy feet deep
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Beetham (Bytham) Hall, hall	Westmoreland	internal length	39 ft	ft	11.887	41		measured	The castle itself consists of the hall, of the fourteenth century, 39 feet by 26, now used as a barn, and two wings : the windows are small, and high from the ground, for the sake of defence.
someaccountofdom02park	Turner/Parker, Domestic Architecture in England vol 4	Beetham (Bytham) Hall, hall	Westmoreland	internal width	26 ft	ft	7.925	41		measured	The castle itself consists of the hall, of the fourteenth century, 39 feet by 26, now used as a barn, and two wings : the windows are small, and high from the ground, for the sake of defence.
