source_manifest	canonical_element	building	element_as_written	value	unit	value_m	source	evidence	quote
fantasy_building_dimensions_v1.tsv	tread_depth	timber geometrical stair	tread and riser board thickness as a function of going	not less than 1.5 in for a 4 ft going; add 0.125 in for every additional 6 in of step length	in	0.038	Gwilt, Encyclopaedia of Architecture, para 2184, printed p. 670 (IA encyclopaediaofa00gwil, OCR leaf 694)	author-rule	for strength's sake, the treads and risers, when placed in position, should not be less than 1 1/2 inch thick, supposing the going of the stair or length of the step to be 4 feet. For every 6 inches in length of the step an eighth of an inch should be added.
fantasy_building_dimensions_v1.tsv	member_detail	timber geometrical stair	balusters per step	2 per step	count		Gwilt, Encyclopaedia of Architecture, para 2186, printed p. 670 (IA encyclopaediaofa00gwil, OCR leaf 695)	author-rule	and LMN part of the rail supported by two balusters upon every step.
fantasy_building_dimensions_v1.tsv		timber geometrical stair	handrail breadth	about 2.25 in (0.057 m)	in	0.057	Gwilt, Encyclopaedia of Architecture, para 2190, printed p. 671 (IA encyclopaediaofa00gwil) — read directly off plate n692	author-rule	Make BR equal to the breadth of the rail; namely, about two inches and a quarter.
fantasy_building_dimensions_v1.tsv	member_section	principal staircase, model specification (timber)	full member scantling set	treads 1.5 in pitch pine; risers 1 in; wall strings 1.5 in; outer string boards 2 in; newels 6 in square; oak handrail 4 in wide x 6 in deep; balusters 1.5 in square oak	in	0.038	Gwilt, Encyclopaedia of Architecture, para 2285c specification schedule, printed p. 766 (IA encyclopaediaofa00gwil, OCR leaf 790)	author-rule	The principal staircase to have 1 5-inch pitch pine (or other) treads, with rounded nosing and hollow moulding under same, and inch risers, glued and blocked to fir carriages ; the ends of the steps to be housed into 1 1/2-inch wall strings, and 2-inch outer string boards, sunk and staff beaded, and finished at the top with a boldly moulded capping, framed at the bottom and corners into 6 inch squ
fantasy_building_dimensions_v1.tsv	stair_width	palace / grand house stair (Palladio)	minimum clear stair width so two people can pass	4 Vicentine ft = 4 ft 6 in English (1.38 m)	ft-in	1.380	Gwilt, Encyclopaedia of Architecture, para 2804 quoting Palladio, printed p. 928 (IA encyclopaediaofa00gwil) — verified on plate n949	author-rule	"Nevertheless, they ought never to be narrower than 4 feet"" (4 feet 6 inches English *), ""so that two persons meeting on the stairs may conveniently pass each other."
fantasy_building_dimensions_v1.tsv	member_detail	palace / grand house stair (Palladio)	Vicentine-to-English foot conversion (needed to use every Palladio stair figure)	1 Vicentine ft = about 13.6 English in (0.345 m)	in	0.345	Gwilt, Encyclopaedia of Architecture, footnote to para 2804, printed p. 928 (IA encyclopaediaofa00gwil) — verified on plate n949	author-rule	* The Vicentine foot is about 13.6 inches English.
fantasy_building_dimensions_v1.tsv	ratio_or_rule	palace / grand house stair (Palladio)	flight plan proportion	length = 2 x breadth	ratio		Gwilt, Encyclopaedia of Architecture, para 2804 quoting Palladio, printed p. 928 (IA encyclopaediaofa00gwil) — verified on plate n949	author-rule	Therefore, they must be twice as long as broad.
fantasy_building_dimensions_v1.tsv	riser_height	palace / grand house stair (Palladio)	riser height range	4 to 6 Vicentine in = 4.53 to 6.80 English in (0.115 to 0.173 m)	in	0.173	Gwilt, Encyclopaedia of Architecture, para 2804 quoting Palladio, printed p. 928 (IA encyclopaediaofa00gwil) — verified on plate n949	author-rule	"The steps ought not to exceed 6 inches in height ; and if they be lower they must be so to long and continued stairs, for they will be so much the easier, because one needs not lift the foot so high ; but they must never be lower than 4 inches."" (These are Vicentine inches.)"
fantasy_building_dimensions_v1.tsv	tread_depth	palace / grand house stair (Palladio)	tread breadth range	1 to 1.5 Vicentine ft = 13.6 to 20.4 English in (0.345 to 0.518 m)	ft	0.518	Gwilt, Encyclopaedia of Architecture, para 2804 quoting Palladio, printed p. 928 (IA encyclopaediaofa00gwil) — verified on plate n949	author-rule	The breadth of the steps ought not to be less than a foot, nor more than a foot and a half.
fantasy_building_dimensions_v1.tsv		palace / grand house stair (Palladio)	maximum steps in one flight before a half-pace landing	11 to 13, odd number preferred	count		Gwilt, Encyclopaedia of Architecture, para 2804 quoting Palladio, printed p. 928 (IA encyclopaediaofa00gwil) — verified on plate n949	author-rule	It will be sufficient to put eleven or thirteen steps at most to a flight before coming to a half-pace, thus to help weak people and of short breath, as well that they may there have the opportunity of resting as to allow of any person falling from above being there caught.
fantasy_building_dimensions_v1.tsv	newel_diameter	spiral stair with solid newel (Palladio)	newel-to-well diameter split	diameter / 3 -> 2 parts steps, 1 part newel (newel = 33 pct of diameter); alternatively diameter / 7 -> 3 parts newel, 4 parts steps (newel = 43 pct, the Trajan's Column setting-out)	ratio		Gwilt, Encyclopaedia of Architecture, para 2806 quoting Palladio, printed p. 929 (IA encyclopaediaofa00gwil, OCR leaf 956)	author-rule	"The diameter being divided into three parts, two are given for the steps, and the third is for the newel ; or, otherwise, the diameter may be divided into seven parts, three of which are for the newel and four for the steps. ""Thus,"" he says, ""was made the staircase of the column of Trajan at Rome"""
fantasy_building_dimensions_v1.tsv	newel_diameter	spiral stair with solid newel, tight plan (Palladio plate)	newel-to-well diameter split when space is short	diameter / 12 -> 4 parts newel (newel = 33 pct of diameter), remainder split equally between the two step arms	ratio		Gwilt, Encyclopaedia of Architecture, para 2808 (fig. 997), printed p. 929 (IA encyclopaediaofa00gwil, OCR leaf 957)	author-rule	Fig. 997. is a plan and section of a staircase with a solid newel, in which the whole diameter is divided into twelve parts, and of these four are given to the newel and the remainder divided equally between the steps.
fantasy_building_dimensions_v1.tsv	diameter	spiral stair with open newel (Palladio plate)	open-well-to-outer diameter split	diameter / 4 -> 2 parts open well (well = 50 pct of diameter), remainder split equally between the two step arms	ratio		Gwilt, Encyclopaedia of Architecture, para 2809 (fig. 998), printed p. 930 (IA encyclopaediaofa00gwil, OCR leaf 957)	author-rule	Fig. 998. is the plan and section of a spiral staircase with an open newel, wherein the diameter is divided into four parts, two being given to the newel, and the remainder equally divided between the steps.
fantasy_building_dimensions_v1.tsv	diameter	elliptical stair with open newel (Palladio plate)	conjugate-diameter split	conjugate diameter / 4 -> 2 parts to the newel's conjugate diameter, 1 part each side to the steps	ratio		Gwilt, Encyclopaedia of Architecture, para 2810 (fig. 999), printed p. 930 (IA encyclopaediaofa00gwil, OCR leaf 957)	author-rule	Fig. 999. is the plan and section of an elliptical staircase with an open newel. The conjugate diameter is divided into four parts, whereof two are given to the conjugate diameter of the newel, and the remainder one on each side to the steps.
fantasy_building_dimensions_v1.tsv	tread_depth	any staircase (Blondel's law of ease)	tread/rise relation as a linear law	w = x - 2h with x = 24 French in (0.65 m); h = 5 in -> w = 14 in. Equivalent: going + 2 x rise = 24 French in	in	0.650	Gwilt, Encyclopaedia of Architecture, paras 2813-2814 after Blondel, Cours d'Architecture, printed p. 930 (IA encyclopaediaofa00gwil, OCR leaf 957)	author-rule	Blondel assumes 24 (French) inches for the value of x, and 12 for that of z. We are not sufficiently, from experiment, convinced that these are the proper values; but, following him, if those values be substituted in the equation h = 1/2 (24 - w), and w = 24 - 2h: if the height of a step be 5 inches, its width should be 24 - 10 = 14 inches
fantasy_building_dimensions_v1.tsv	tread_depth	ceremonial platform stair, Persepolis (Achaemenid)	riser and tread of the principal staircase	rise 4 in (0.102 m), tread 14 in (0.356 m) — pitch 16 deg	in	0.102	Gwilt, Encyclopaedia of Architecture, para 47, printed p. 20 (IA encyclopaediaofa00gwil) — read directly off plate n41	measured	The steps are 4 in. high, and 14 in. wide.
fantasy_building_dimensions_v1.tsv	opening_width	ceremonial platform stair, Persepolis (Achaemenid)	flight width and gap between the paired flights at the foot	each flight 25 ft 7 in (7.80 m) wide; 42 ft (12.80 m) between the flights at the bottom	ft-in	7.800	Gwilt, Encyclopaedia of Architecture, para 47, printed p. 20 (IA encyclopaediaofa00gwil) — read directly off plate n41	measured	It has a double flight, the distance between the flights at the bottom being 42 ft., and the width of them is 25 ft. 7 in.
fantasy_building_dimensions_v1.tsv		ceremonial platform stair, Persepolis (Achaemenid)	half-pace and upper landing dimensions	half spaces at the top of the first flight 51 ft 4 in (15.65 m) wide; upper landing 75 ft (22.9 m) between the flights	ft-in	15.650	Gwilt, Encyclopaedia of Architecture, para 47, printed p. 20 (IA encyclopaediaofa00gwil) — read directly off plate n41	measured	The half spaces at the top of the first flight are 51 ft. 4 in. wide. The upper flights are separated from the lower by a wall which runs through at the upper landing. The upper flights are in forty-eight steps, and are cut out of single blocks of the rock. The upper landing is seventy-five feet between the flights.
fantasy_building_dimensions_v1.tsv	count	ceremonial platform stair, Persepolis (Achaemenid)	steps per flight	lower flights 55 surviving north / 53 south; upper flights 48 steps	count		Gwilt, Encyclopaedia of Architecture, para 47, printed p. 20 (IA encyclopaediaofa00gwil) — read directly off plate n41	measured	Fifty-five of them remain on the north side, and fifty-three on the south ; and it is probable that some are buried by the ruins.
fantasy_building_dimensions_v1.tsv	wall_thickness	mural stair in a temple wall (Greek, Agrigentum)	stair taken out of the pronaos wall thickness — step count of a surviving example	41 steps, still entire	count		Gwilt, Encyclopaedia of Architecture, para 2799, printed p. 927 (IA encyclopaediaofa00gwil, OCR leaf 954)	measured	The best preserved ancient staircases are those constructed in the thickness of the walls of the pronaos of temples for ascending to the roofs. Of this sort remains are found in several peripteral temples. That of the temple of Concord at Agrigentum is still entire, and consists of forty-one steps.
fantasy_building_dimensions_v1.tsv	riser_height	town house stair, Pompeii	riser height of surviving domestic stairs	sometimes 1 ft (0.30 m)	ft	0.300	Gwilt, Encyclopaedia of Architecture, para 2800, printed p. 927 (IA encyclopaediaofa00gwil, OCR leaf 954)	measured	Where they exist, as in the building at the above place called the country house, and some others, they are narrow and inconvenient, with steps sometimes a foot in height.
fantasy_building_dimensions_v1.tsv	length	palace grand staircase (Caserta)	step length (monolithic marble) and step count	100 steps, each 18 ft (5.49 m) long, each a single piece of marble; splits into two flights at the first landing	ft	5.490	Gwilt, Encyclopaedia of Architecture, glossary/example entry on the palace at Caserta (IA encyclopaediaofa00gwil, OCR leaf 1358)	measured	At the first landing it is divided into two flights ; the hundred steps of which it is composed are 18 feet long, and each of one piece of marble ; it is lighted also from the top by a double skylight.
fantasy_building_dimensions_v1.tsv	length	monolithic stone stair (material supply limit)	maximum length of single-block step actually quarried and shipped	16 ft (4.88 m) blocks; ordinary run 4 to 5 ft wide, up to 20 ft long obtainable	ft	4.880	Gwilt, Encyclopaedia of Architecture, section on Irish black marble quarries, printed p. c.494 (IA encyclopaediaofa00gwil, OCR leaf 516)	measured	Some blocks 16 feet in length were sent over for a staircase for the Duke of Hamilton's seat in Scotland, who was also furnished with landings and solid balustrades worked to a fine polish.
fantasy_building_dimensions_v1.tsv		stone stair landing (material supply limit)	largest single-stone landing slab supplied	17 ft 6 in x 7 ft (5.33 x 2.13 m); landings up to 130 sq ft available	ft-in	5.334	Gwilt, Encyclopaedia of Architecture, section on Yorkshire millstone-grit quarries (IA encyclopaediaofa00gwil, OCR leaf 499)	measured	Landings up to 130 feet superficial, suitable for hard wear; one (in 1876), being 17 feet 6 inches long by 7 feet wide, was supplied for a floor and ceiling in a London bank.
fantasy_building_dimensions_v1.tsv	tread_depth	public building / theatre escape stair	stair width band and tread for a crowd-carrying stair	never less than 5 ft (1.52 m) wide, some writers say not more than 8 ft (2.44 m); tread 12 in; equal flights of about 13 steps for headway	ft	1.520	Gwilt, Encyclopaedia of Architecture, para 2970b, on theatre planning (IA encyclopaediaofa00gwil, OCR leaf 1097)	author-rule	Staircases should never be less than 5 feet wide (some writers say not more than 8 feet wide), the steps to be all straight, no winders, 12 inches in the tread ... there should be an equal number of steps to each flight, say thirteen for headway and space
fantasy_building_dimensions_v1.tsv	width	large public staircase with a centre and two side flights	width relation between centre and side flights	centre flight width = sum of the two side flight widths	ratio		Gwilt, Encyclopaedia of Architecture, para 2970b (IA encyclopaediaofa00gwil, OCR leaf 1097)	author-rule	In large staircases, which consist of a centre and two side flights, the central one should be equal in width to the two side flights together.
fantasy_building_dimensions_v1.tsv		medieval stair, square or oblong plan (Viollet, construction fact)	how winder turns are carried — NO stone strings in the middle ages	turns carried on arcs, not on cut stone limons	n/a (construction rule)		Viollet-le-Duc, Dictionnaire raisonne, article 'Limon' (fr.wikisource, 442 chars, previously unmined)	documented-reconstruction	Les limons de pierre n'etaient pas employes dans l'architecture du moyen age, les revolutions des marches dans les escaliers a plan carre ou barlong etant alors portees sur des arcs, ce qui etait beaucoup plus solide que le systeme de limons appareilles.
fantasy_building_dimensions_v1.tsv	height	curtain wall crenellation, 13th c. (general formula)	merlon height above chemin de ronde floor	2.00	m	2.000	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les merlons ont 2 mètres de haut sur 1 m , 70 au moins, et 3 m , 30 au plus de largeur sur 0,45 c. d’épaisseur ; l’appui des créneaux est à 1 mètre du sol du chemin de ronde, et leur largeur est de 0,70 c.
fantasy_building_dimensions_v1.tsv	opening_width	curtain wall crenellation, 13th c. (general formula)	merlon width (bay spacing of the crenellation)	1.70 min to 3.30 max	m	1.700	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les merlons ont 2 mètres de haut sur 1 m , 70 au moins, et 3 m , 30 au plus de largeur sur 0,45 c. d’épaisseur
fantasy_building_dimensions_v1.tsv	wall_thickness	curtain wall crenellation, 13th c. (general formula)	merlon thickness (parapet thickness at the wall head)	0.45	m	0.450	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les merlons ont 2 mètres de haut sur 1 m , 70 au moins, et 3 m , 30 au plus de largeur sur 0,45 c. d’épaisseur
fantasy_building_dimensions_v1.tsv	sill_height_above_floor	curtain wall crenellation, 13th c. (general formula)	crenel sill (appui) height above chemin de ronde floor	1.00	m	1.000	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	l’appui des créneaux est à 1 mètre du sol du chemin de ronde, et leur largeur est de 0,70 c.
fantasy_building_dimensions_v1.tsv	opening_width	curtain wall crenellation, 13th c. (general formula)	crenel (embrasure) opening width	0.70	m	0.700	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	l’appui des créneaux est à 1 mètre du sol du chemin de ronde, et leur largeur est de 0,70 c.
fantasy_building_dimensions_v1.tsv	opening_width	crenellation, all periods (anthropometric rule)	crenel opening width, full observed range	0.70 to 1.00	m	0.850	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les dimensions des crénelages étant données par la taille de l’homme, ces dimensions varient peu : les merlons ont toujours à peu près deux mètres de hauteur, pour pouvoir garantir complètement les défenseurs ; les appuis des créneaux sont à un mètre du sol du chemin de ronde, et leur largeur varie d’un mètre, à soixante-dix centimètres.
fantasy_building_dimensions_v1.tsv	wall_thickness	Gallo-Roman town wall, crenellated parapet	parapet thickness at the wall head	0.50 approx	m	0.500	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les créneaux qui couronnent les fortifications gallo-romaines sont percés habituellement dans des parapets d’une épaisseur assez forte, 0,50 c. environ, construits en moellons taillés et en brique, couronnés par une dalle de recouvrement formant une saillie tout autour du merlon
fantasy_building_dimensions_v1.tsv	opening_width	curtain wall crenellation, 13th c. (general formula)	archère external slit width (opening)	0.07 to 0.08	m	0.075	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	en a sont les archères, qui n’ont pas plus de 0,07 c. à 0,08 c. d’ouverture
fantasy_building_dimensions_v1.tsv	width	curtain wall crenellation, 13th c. (general formula)	archère internal splay (ébrasement) width	0.40 to 0.45	m	0.425	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	en B , le plan du crénelage avec ses archères, lesquelles ont 0,40 c. à 0,45 c. d’ébrasement
fantasy_building_dimensions_v1.tsv	wall_thickness	covered tower, crenels under the roof, 13th c.	wall thickness at the crenel (crenel has an allège beneath)	0.90	m	0.900	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les murs ayant 0,90 c. d’épaisseur, les créneaux ont une allège A , afin de permettre aux défenseurs de voir en dehors
fantasy_building_dimensions_v1.tsv		Béziers cathedral, south transept, fortified parapet, 12th c.	chemin de ronde floor up to top of the supporting cornice	1.18	m	1.180	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	measured	Du sol du chemin de ronde, au-dessus de la corniche B , il n’y a qu’un mètre dix-huit centimètres de hauteur
fantasy_building_dimensions_v1.tsv	wall_thickness	rampart wall head (all periods)	merlon / parapet thickness band, sets the walkway width	0.38 to 0.58 (14 to 21 pouces)	m	0.380	Viollet-le-Duc, Dictionnaire raisonné, art. Chemin de ronde	author-rule	Les merlons étant posés sur le parement extérieur des murailles, et ayant une épaisseur qui variait de 0,38 c. à 0,58 c. (14 à 21 pouces), il restait en dedans du rempart un couronnement de maçonnerie que l’on recouvrait de dalles et qui formait le chemin de ronde.
fantasy_building_dimensions_v1.tsv	width	rampart wall head (all periods)	chemin de ronde clear width, minimum passable (paving corbels inward when the wall is too thin)	2 men abreast	persons		Viollet-le-Duc, Dictionnaire raisonné, art. Chemin de ronde	author-rule	Lorsque le mur n’avait qu’une épaisseur médiocre, le dallage du chemin de ronde débordait à l’intérieur, afin de suppléer à la maçonnerie et de permettre à deux hommes, au moins, de passer de front.
fantasy_building_dimensions_v1.tsv	height	curtain wall, Romanesque	total relief (height incl. crenellation) above exterior ground or ditch bottom	6 max (ne dépasse guère)	m	6.000	Viollet-le-Duc, Dictionnaire raisonné, art. Courtine	author-rule	quelquefois même ces courtines étaient terrassées, et leur relief, compris le crénelage, ne dépasse guère six mètres au-dessus du sol extérieur ou du fond du fossé.
fantasy_building_dimensions_v1.tsv	height	curtain wall, 13th c., very strong places	curtain height (relief)	10 to 12	m	11.000	Viollet-le-Duc, Dictionnaire raisonné, art. Courtine	author-rule	Au XIII e siècle, on augmenta le relief des courtines, et nous leur voyons atteindre une hauteur de dix ou douze mètres dans des places très-fortes.
fantasy_building_dimensions_v1.tsv	external_height	curtain wall, 14th c., with stone machicolation	height above ground at which the base glacis intercepts the machicolation drop line	3 approx	m	3.000	Viollet-le-Duc, Dictionnaire raisonné, art. Courtine	author-rule	les constructeurs tracèrent le profil des courtines de façon à ce que les projectiles, tombant par les trous de ces mâchicoulis, vinssent rencontrer un glacis à trois mètres du sol environ
fantasy_building_dimensions_v1.tsv		curtain wall, Romanesque	exterior face batter (fruit)	0 (plumb, no batter)	deg		Viollet-le-Duc, Dictionnaire raisonné, art. Courtine	author-rule	Les courtines romanes ont leur parement extérieur monté d’aplomb, sans fruit, afin de rendre l’escalade plus difficile.
fantasy_building_dimensions_v1.tsv	height	Carcassonne, château, towers and curtains, c.1100	merlon height	1.60 to 1.80	m	1.700	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	Les merlons des tours et courtines du château de Carcassonne (1100 environ) sont hauts (1 m ,60 à 1 m ,80) ; les trous de hourds sont espacés régulièrement
fantasy_building_dimensions_v1.tsv	putlog_hole	timber hoarding (hourd), 13th c. simplified system	hoarding beam socket, square, pierced at chemin de ronde floor level	0.30 x 0.30 approx	m	0.300	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	author-rule	on se contenta d’un seul rang de larges trous carrés (0,30 c. × 0,30 c. environ) percés au niveau des chemins de ronde
fantasy_building_dimensions_v1.tsv	member_section	timber hoarding (hourd), 13th c. simplified system	oak cantilever joist scantling (squared) and free cantilever length	0.30 squared; up to 3 cantilevered	m	0.300	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	author-rule	une pièce de bois de chêne de 0,30 c. d’équarrissage, fût-elle de trois mètres en bascule, peut porter un poids énorme
fantasy_building_dimensions_v1.tsv	projection	timber hoarding (hourd), 13th c. simplified system	hoarding projection beyond the wall face	1.95 max (une toise)	m	1.950	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	author-rule	Or les hourds avaient rarement plus de 1 m ,95 c. de saillie (une toise).
fantasy_building_dimensions_v1.tsv	putlog_hole	Carcassonne, cité, curtains beside the Porte Narbonnaise (Philippe le Hardi, c.1285)	hoarding beam socket, square side, regularly spaced, at chemin de ronde level	0.30	m	0.300	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	Leur base est traversée au niveau du chemin de ronde, par des trous de hourds de 0,30 c. de côté, régulièrement espacés.
fantasy_building_dimensions_v1.tsv	bay_spacing	Carcassonne, cité, double hoarding at the Porte Narbonnaise	hoarding joist (bay) spacing along the wall	5 pieds (Viollet glosses 1 pied = 0,33 c. elsewhere)	ft	1.524	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	documented-reconstruction	Les hourds doubles étaient donc disposés ainsi : de cinq pieds en cinq pieds passaient par les trous de hourds les fortes solives C
fantasy_building_dimensions_v1.tsv	member_section	Carcassonne, cité, double hoarding at the Porte Narbonnaise	vertical spacing, second row of moises above the first (upper hoarding floor level)	1.80	m	1.800	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	documented-reconstruction	Un second rang de moises, posé en L , à 1 m ,80 du premier rang, formait l’enrayure des arbalétriers M du comble.
fantasy_building_dimensions_v1.tsv	count	Coucy, donjon (Enguerrand III, 1220-1230)	hoarding floor (pied des hourds) above the ditch counterscarp	40	m	40.000	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	Le pied des hourds de ce donjon célèbre, le plus grand de tous ceux que possède l’Europe, est à 40 mètres au-dessus de la contrescarpe du fossé.
fantasy_building_dimensions_v1.tsv	projection	Coucy, donjon (Enguerrand III, 1220-1230)	hoarding stone corbels: count, projection, thickness (each of two courses)	48 corbels; 1.07 projection; 0.30 thickness	m	48.000	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	ils ont établi, tout autour de l’énorme cylindre, quarante-huit consoles de pierre de 1 m ,07 de saillie sur 0,30 c. d’épaisseur, pour asseoir le hourdage
fantasy_building_dimensions_v1.tsv	member_detail	Coucy, donjon (Enguerrand III, 1220-1230)	hoarding corbel course above the ditch bottom (Viollet's own scaffold survey)	46	m	46.000	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	Nous avons tenu à nous rendre compte de la manière de poser ces hourds, à une hauteur de 46 mètres au-dessus du fond du fossé, sur des consoles isolées en contre-bas des crénelages.
fantasy_building_dimensions_v1.tsv	member_detail	Carcassonne, château, crenellation c.1100 with hoarding fitted	crenel used as a doorway: hoarding floor sits level with the crenel sill, merlon tall enough for a man to pass upright	clear standing height (man passes upright)	qualitative		Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	measured	Les hourds posés, leur sol se trouvait alors au niveau de l’appui des créneaux ; aussi les merlons sont assez hauts pour permettre à un homme de passer debout par les créneaux, comme par autant de portes, afin de se poster sur les hourds.
fantasy_building_dimensions_v1.tsv	drop_hole	stone machicolation, northern France (regulation)	drop-hole, square opening	0.33 (1 pied) to 0.40 (15 pouces)	m	0.330	Viollet-le-Duc, Dictionnaire raisonné, art. Mâchicoulis	author-rule	les trous des mâchicoulis des fortifications du nord de la France ont des dimensions évidemment réglementaires ; ils forment un carré qui varie de 0,33 c. (1 pied) à 0,40 c. (15 pouces)
fantasy_building_dimensions_v1.tsv	thickness	Montbard, château tower, machicolation logette (late 13th c., Burgundy)	slab thickness of the corbelled box (cheeks and face, three slabs; cap of two stones)	0.20	m	0.200	Viollet-le-Duc, Dictionnaire raisonné, art. Mâchicoulis	measured	Les jouées et la face de cette logette saillante sont construites au moyen de trois dalles de 0,20 c. d’épaisseur ; le chaperon est fait de deux pierres.
fantasy_building_dimensions_v1.tsv	member_detail	Avignon ramparts, machicolation corbelling (mid-14th c.)	corbel courses (assises) making the corbel-out: diagonal angle corbel vs. normal	6 courses at the diagonal angle corbel; 5 courses elsewhere	courses		Viollet-le-Duc, Dictionnaire raisonné, art. Mâchicoulis	measured	lesquels, suivant la coupe c d , donneront le profil D possédant six assises de corbeaux ; les deux encorbellements C seront légèrement biais pour obtenir des arcs BC égaux aux arcs CF , les encorbellements C et F n’auront que cinq assises
fantasy_building_dimensions_v1.tsv	bay_spacing	Royat church, machicolated crown (first half 13th c., Auvergne)	machicolation arcades per structural bay (between each buttress)	4 arcades per bay	count		Viollet-le-Duc, Dictionnaire raisonné, art. Mâchicoulis	measured	elle se compose d’une suite d’arcades portées sur des consoles. Entre chaque contre-fort de l’édifice, on compte quatre arcades.
fantasy_building_dimensions_v1.tsv	span	Le Puy-en-Velay, Bâtiment des mâchicoulis (13th c. defence over a 12th c. barrel-vaulted hall)	garrison capacity of the covered fighting platform (interior-span proxy)	200 men	persons		Viollet-le-Duc, Dictionnaire raisonné, art. Mâchicoulis	author-rule	une défense importante et solide placée au-dessus d’une grande salle voûtée en berceau tiers-point, défense qui peut contenir deux cents hommes
fantasy_building_dimensions_v1.tsv	wall_thickness	castle curtain wall (Villandraut, mid-13th c.)	wall thickness	2.70	m	2.700	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Les tours du château de Villandraut ont 27 m ,00 de hauteur, non compris les couronnements qui sont détruits, sur 11 m ,00 et 12 m ,00 de diamètre ; elles commandaient de beaucoup les courtines, dont l’épaisseur est de 2 m ,70.
fantasy_building_dimensions_v1.tsv	wall_thickness	donjon great tower (Pierrefonds, late 14th c.)	wall thickness, ground storey (unpierced)	4.60	m	4.600	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	c’est la grosse tour I du donjon dont les murs, d’une épaisseur considérable (4 m ,60), ne sont, à rez-de-chaussée, percés d’aucune ouverture
fantasy_building_dimensions_v1.tsv	wall_thickness	castle towers and curtains (Pierrefonds)	wall thickness multiplier at base (empattement vs. upper wall)	about 2 (base ≈ 2 × wall thickness)	ratio		Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Les tours et courtines sont d’ailleurs renforcées à la base par un empattement qui double à peu près l’épaisseur de leurs murs, et la construction est admirablement faite en bonne maçonnerie, avec revêtement de pierre de taille dure.
fantasy_building_dimensions_v1.tsv	wall_thickness	crenellated parapet, Gallo-Roman	parapet wall thickness	0.50	m	0.500	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	measured	Les créneaux qui couronnent les fortifications gallo-romaines sont percés habituellement dans des parapets d’une épaisseur assez forte, 0,50 c. environ, construits en moellons taillés et en brique
fantasy_building_dimensions_v1.tsv	wall_thickness	crenellated parapet, 13th c.	merlon thickness (parapet thickness at the crenellation)	0.45	m	0.450	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les merlons ont 2 mètres de haut sur 1 m , 70 au moins, et 3 m , 30 au plus de largeur sur 0,45 c. d’épaisseur ; l’appui des créneaux est à 1 mètre du sol du chemin de ronde, et leur largeur est de 0,70 c.
fantasy_building_dimensions_v1.tsv	wall_thickness	roofed tower with crenels under the roof, 13th c.	wall thickness at the crenellation (crenels get an allège)	0.90	m	0.900	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les murs ayant 0,90 c. d’épaisseur, les créneaux ont une allège A , afin de permettre aux défenseurs de voir en dehors
fantasy_building_dimensions_v1.tsv	storey_height	fortified manor keep (Castera de Saint-Médard-en-Jalle, 1st half 13th c.)	storey height, ground floor, floor to ceiling	2.65 (maximum)	m	2.650	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	Ce rez-de-chaussée du sol au plafond n’a pas plus de 2 m , 65.
fantasy_building_dimensions_v1.tsv	storey_height	fortified manor keep (Castera de Saint-Médard-en-Jalle)	storey height, grande salle, floor to ceiling	4.30	m	4.300	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	La grande salle R avait entre le plancher et le plafond 4 m ,30 de hauteur, et chacun des étages entresolés 2 m ,30 environ
